Ort	Longitude	Latitude	Levenshtein Item Min	z_score	morans_i
Merkweiler (Merkwiller-Pechelbronn)	7.82707	48.93886	0	-0.8369825535860267	0.11683804322531194
Diefenbach (Dieffenbach-Lès-Woerth)	7.77425	48.93532	0	-0.8369825535860267	0.15719434786275796
Oberdorf-Spachbach	7.75696	48.92512	0	-0.8369825535860267	0.3207751228241709
Wört (Woerth)	7.74374	48.93677	0	-0.8369825535860267	0.07720884743195044
Fröschweiler (Frœschwiller)	7.72171	48.94318	10	2.1620936883968653	-0.15409884790048572
Nehweiler (Nehwiller)	7.70322	48.96072	1	-0.5370749293877375	-0.09493423906764778
Langensulzbach (Langensoultzbach)	7.73367	48.96812	1	-0.5370749293877375	0.0640692415596068
Riedselz (Riedseltz)	7.95195	48.99281	10	2.1620936883968653	0.21206306682367718
Bremmelbach	7.90023	48.986	10	2.1620936883968653	0.025115719090304172
Ingolsheim	7.93636	48.97357	1	-0.5370749293877375	-0.08327492764186391
Oberseebach, Oberseebach	7.98947	48.9672	2	-0.2371673051894483	0.008337942805553871
Hunspach	7.94316	48.9536	1	-0.5370749293877375	-0.05016308504943454
Aschbach	7.98262	48.93423	0	-0.8369825535860267	-0.00922344800277451
Stundweiler (Stundwiller)	7.99256	48.92477	0	-0.8369825535860267	0.0021689361800734355
Leitersweiler (Leiterswiller), Leitersweiler (Leiterswiller)	7.94768	48.92407	0	-0.8369825535860267	-0.08251864753043639
Hofen (Hoffen)	7.9412	48.92766	11	2.462001312595155	0.027564881383747353
Kühlendorf (Kuhlendorf) und Hohweiler, Kühlendorf (Kuhlendorf)	7.92307	48.91408	10	2.1620936883968653	0.27866961739754165
Hermersweiler (Hermerswiller)	7.91205	48.93588	0	-0.8369825535860267	-0.07611156937754036
Schönenburg (Schoenenbourg)	7.91332	48.95207	3	0.0627403190088409	0.0034483571529467733
Sulz u. (f) (Soultz-Sous-Forêts)	7.88268	48.93782	0	-0.8369825535860267	-0.01953209645791066
Kutzenhausen	7.85624	48.93375	10	2.1620936883968653	-0.14193270116931087
Retschweiler (Retschwiller)	7.87838	48.95025	10	2.1620936883968653	-0.05732378978331372
Memmelshofen (Memmelshoffen)	7.87106	48.96013	0	-0.8369825535860267	-0.03710675565673627
Keffenach	7.88225	48.96489	0	-0.8369825535860267	-0.04056336648736482
Birlenbach	7.8829	48.9763	0	-0.8369825535860267	-0.01953209645791067
Drachenbronn	7.87037	48.98626	8	1.5622784400002871	-0.02444584459133006
Lobsann	7.84681	48.96327	0	-0.8369825535860267	-0.0075418584738371226
Oberkutzenhausen	7.84049	48.93847	1	-0.5370749293877375	0.06784026626921609
Zollingen	7.07636	48.91048	1	-0.5370749293877375	-0.17157004521961206
Pisdorf (Bischtroff-sur-Sarre)	7.06995	48.9005	8	1.5622784400002871	0.4081784496037697
Burbach	7.11226	48.90144	5	0.6625555674054193	0.19349636274650472
Berg	7.1532	48.89487	0	-0.8369825535860267	-0.17462352338797169
Güngweiler (Gungwiller)	7.15771	48.88171	0	-0.8369825535860267	-0.15149953470747504
Eyweiler (Eywiller)	7.13172	48.8709	0	-0.8369825535860267	-0.34876507938902357
Eschweiler (Eschwiller)	7.11652	48.8596	1	-0.5370749293877375	-0.2035418849793629
Weyer	7.15976	48.85488	0	-0.8369825535860267	-0.1373333155009864
Bärendorf (Baerendorf)	7.08463	48.83742	2	-0.2371673051894483	-0.08277715630705318
Wolfskirchen, Wolfskirchen	7.07612	48.87884	0	-0.8369825535860267	-0.2768273685073318
Diedendorf	7.04974	48.87869	10	2.1620936883968653	0.5828662330446817
Puberg	7.31461	48.91322	0	-0.8369825535860267	-0.017918972438329295
Hinsburg (Hinsbourg)	7.28852	48.90706	4	0.3626479432071301	0.016062151966170477
Frohmühl (Frohmuhl), Frohmühl (Frohmuhl)	7.28007	48.90754	3	0.0627403190088409	0.00633353889355759
Weislingen	7.25159	48.91879	1	-0.5370749293877375	-0.06650648438621187
Tieffenbach	7.24987	48.90483	0	-0.8369825535860267	-0.06632214059546535
Strut (Struth)	7.25475	48.89009	0	-0.8369825535860267	-0.10837963724913462
Petersbach	7.26874	48.86912	3	0.0627403190088409	0.009682900925487228
Lützelstein (La Petite-Pierre)	7.32076	48.85864	9	1.8621860641985764	-0.5480723140697732
Adamsweiler (Adamswiller)	7.20348	48.90463	1	-0.5370749293877375	-0.0557396203586881
Dürstel (Durstel)	7.19745	48.89156	3	0.0627403190088409	0.008255188130769408
Bettweiler (Bettwiller)	7.17993	48.88617	0	-0.8369825535860267	0.030767699062434508
Aßweiler (Asswiller)	7.2198	48.88035	1	-0.5370749293877375	-0.004679790434327207
Drulingen	7.18979	48.8662	2	-0.2371673051894483	-0.05314164663157502
Ottweiler (Ottwiller)	7.23096	48.86516	2	-0.2371673051894483	-0.016466094504615694
Lohr	7.24351	48.85748	1	-0.5370749293877375	-0.030014179057363085
Sieweiler (Siewiller)	7.20676	48.84318	12	2.761908936793444	0.2922711181596636
Berg, Rexingen	7.17654	48.90012	10	2.1620936883968653	-0.16654097419515784
Lichtenberg	7.48181	48.9216	0	-0.8369825535860267	0.14820373291221575
Wimmenau	7.41957	48.91035	2	-0.2371673051894483	0.03611793539613319
Zittersheim	7.34551	48.89955	9	1.8621860641985764	-0.4148521209115048
Erkartsweiler (Erckartswiller)	7.3596	48.87532	0	-0.8369825535860267	0.04779425877010652
Sparsbach	7.41533	48.87754	0	-0.8369825535860267	0.2054884578183534
Weinburg (Weinbourg)	7.44029	48.87157	1	-0.5370749293877375	0.143993569094938
Ingweiler (Ingwiller)	7.48031	48.87322	0	-0.8369825535860267	0.220904396299174
Menchhofen (Menchhoffen)	7.49498	48.85955	0	-0.8369825535860267	0.24736097780454389
Uttweiler (Uttwiller)	7.48667	48.84591	1	-0.5370749293877375	0.14390045531440065
Niedersulzbach (Niedersoultzbach)	7.4662	48.84923	0	-0.8369825535860267	0.26161575037577567
Obersulzbach (Obersoultzbach)	7.45013	48.85174	1	-0.5370749293877375	0.25520366781568693
Weitersweiler (Weiterswiller)	7.41341	48.85298	0	-0.8369825535860267	0.3158093306850782
Zinsweiler	7.59018	48.9196	0	-0.8369825535860267	-0.1021338878515503
Offweiler	7.54296	48.91021	2	-0.2371673051894483	-0.020779964461750466
Rotbach	7.52883	48.90568	13	3.0618165609917334	-0.44175600780304464
Bischholz	7.53995	48.89301	1	-0.5370749293877375	0.06046301601400934
Mühlhausen	7.5527	48.88226	12	2.761908936793444	-0.5903601962396967
Uhrweiler (Uhrwiller)	7.57892	48.8784	0	-0.8369825535860267	0.17666215242275038
Engweiler	7.61501	48.88508	16	3.961539433586601	-1.0625745837443823
Gumbrechtshofen	7.6319	48.90544	1	-0.5370749293877375	-0.029729537439601984
Gundershofen	7.6592	48.90652	0	-0.8369825535860267	0.13471357550174784
Mietesheim	7.63837	48.87814	0	-0.8369825535860267	0.2471132293431663
Bitschhofen	7.61913	48.85878	0	-0.8369825535860267	0.14038247911079563
Überach (Uberach)	7.62806	48.84844	0	-0.8369825535860267	0.0026478291736393737
Pfaffenhofen, Pfaffenhofen -Volksberg	7.60881	48.84422	2	-0.2371673051894483	0.02002364285250397
Kindweiler	7.59731	48.86227	2	-0.2371673051894483	0.04326802320318059
Zutzendorf	7.54972	48.85428	0	-0.8369825535860267	0.14927557571994413
Obermodern	7.53932	48.84466	1	-0.5370749293877375	0.09788878399004221
Eberbach 	7.71711	48.91154	3	0.0627403190088409	-0.02432561153124384
Forstheim	7.71468	48.89506	1	-0.5370749293877375	0.25623512723329855
Morsbronn (Morsbronn-Les-Bains)	7.74283	48.90037	0	-0.8369825535860267	0.38254993486766437
Hagenheim (Hegeney)	7.74557	48.89153	1	-0.5370749293877375	0.2470396057799823
Biblisheim	7.79196	48.89991	0	-0.8369825535860267	0.19910909427059278
Walburg (Walbourg)	7.78939	48.88652	0	-0.8369825535860267	0.19812960307474006
Eschbach	7.73641	48.87453	1	-0.5370749293877375	0.31711425583865116
Laubach	7.72032	48.88168	0	-0.8369825535860267	0.4377899596537361
Merzweiler (Mertzwiller)	7.67936	48.86259	0	-0.8369825535860267	0.355638179711775
Griesbach	7.67856	48.89026	1	-0.5370749293877375	0.22202377299473283
Reimersweiler	7.88417	48.9137	10	2.1620936883968653	-0.00483563014603528
Surburg	7.84913	48.90982	1	-0.5370749293877375	0.003726113337135973
Schwabweiler	7.87665	48.90207	3	0.0627403190088409	0.005519728630303941
Oberbetschdorf	7.89812	48.8986	2	-0.2371673051894483	-0.0214898044177808
Niederbetschdorf	7.91693	48.8985	10	2.1620936883968653	-0.07636297306281105
Rittershofen	7.95587	48.90241	0	-0.8369825535860267	-0.042387160928584584
Hatten	7.97777	48.90173	0	-0.8369825535860267	0.08997089713909424
Hirschland	7.11324	48.83701	8	1.5622784400002871	0.5376971918441112
Kirberg (Kirrberg)	7.06204	48.8233	10	2.1620936883968653	0.15140812762126032
Rauweiler	7.10907	48.81139	5	0.6625555674054193	0.1992905385009619
Goerlingen	7.08247	48.79646	1	-0.5370749293877375	-0.0937529186643482
Etschburg (Eschbourg)	7.29591	48.81267	2	-0.2371673051894483	-0.013644962469338794
Graufthal	7.28092	48.81935	10	2.1620936883968653	-0.2250722457360595
Schönburg (Schoenbourg)	7.26823	48.83392	1	-0.5370749293877375	-0.09651356700045981
Pfalzweier (-weyer)	7.25813	48.80543	0	-0.8369825535860267	-0.1614803331458688
Buchsweiler (Bouxwiller), Buchsweiler (Bouxwiller)	7.47851	48.82528	0	-0.8369825535860267	0.18431379199762776
Riedheim	7.47956	48.81064	11	2.462001312595155	-0.3866778153717072
Imbsheim	7.45399	48.80165	1	-0.5370749293877375	0.1713666992164765
Neuweiler (Neuwiller-Lès-Saverne)	7.4034	48.82391	0	-0.8369825535860267	0.2592359041034931
Dossenheim (Dossenheim-Sur-Zinsel)	7.40138	48.80593	0	-0.8369825535860267	0.12483604380786574
Hattmatt	7.42386	48.79158	0	-0.8369825535860267	0.3103143525463726
Ernolsheim (Ernoldsheim-Lès-Saverne)	7.38025	48.78942	0	-0.8369825535860267	0.15864653845621055
St. Johann (Saint-Jean-Saverne)	7.36064	48.76931	0	-0.8369825535860267	-0.15669130629988523
Eckartsweiler	7.357	48.76744	2	-0.2371673051894483	-0.053561252945351384
Steinburg (Steinbourg)	7.41332	48.7697	2	-0.2371673051894483	0.00346988647237598
Rosenweiler-Dettweiler	7.45083	48.76772	1	-0.5370749293877375	0.09310317657218126
Dettweiler	7.46685	48.75406	0	-0.8369825535860267	0.09698155392344618
Gottesheim	7.47938	48.77591	1	-0.5370749293877375	0.1141403308421761
Gottesheim-Prinzheim	7.47921	48.79113	0	-0.8369825535860267	0.16371969733429992
Dauendorf, Dauendorf	7.65509	48.82974	0	-0.8369825535860267	0.22444870208585485
Morschweiler, Morschweiler	7.62689	48.81972	5	0.6625555674054193	0.00838245178529048
Ettendorf	7.58414	48.81374	0	-0.8369825535860267	-0.010826633979107114
Büsweiler (Buswiller)	7.55923	48.82025	0	-0.8369825535860267	-0.020037802981025775
Schalkendorf	7.55965	48.83213	0	-0.8369825535860267	0.052689909611148535
Kirrweiler	7.53026	48.81331	0	-0.8369825535860267	-0.06194590762732783
Ringendorf	7.55409	48.80777	13	3.0618165609917334	0.08202644534215409
Hüttendorf, Hüttendorf	7.64259	48.80222	1	-0.5370749293877375	0.003453276703125093
Minversheim	7.61936	48.78575	0	-0.8369825535860267	0.013594850370935349
Alteckendorf	7.59484	48.79272	0	-0.8369825535860267	0.038018893892173444
Lixhausen	7.5473	48.79426	0	-0.8369825535860267	0.09016777321135222
Zöbersdorf, Zöbersdorf	7.52538	48.79381	0	-0.8369825535860267	0.06853687847164758
Bosselshausen	7.50884	48.80522	1	-0.5370749293877375	0.08549008328204603
Wickersheim	7.53159	48.78313	12	2.761908936793444	-0.7080469489946162
Bossendorf	7.55983	48.78146	0	-0.8369825535860267	0.23591906884576905
Melsheim, Melsheim	7.51974	48.75911	1	-0.5370749293877375	0.12615162396533677
Hochfelden	7.57004	48.75735	7	1.262370815801998	-0.25152905626042166
Schwindratzheim	7.59981	48.7561	0	-0.8369825535860267	0.12014185892892028
Wittersheim	7.66007	48.78303	0	-0.8369825535860267	0.16377861534522697
Uhlweiler	7.67396	48.82047	0	-0.8369825535860267	0.1354111611332234
Ohlungen	7.70034	48.81187	0	-0.8369825535860267	0.16722710234943114
Schweighausen (Schweighouse-Sur-Moder), Schweighausen (Schweighouse-Sur-Moder)	7.73517	48.82151	2	-0.2371673051894483	0.1011312216975241
Hagenau	7.78868	48.81435	0	-0.8369825535860267	0.08662441424310002
Gries 	7.81383	48.75262	0	-0.8369825535860267	0.12399505500009958
Weitbruch	7.77586	48.7535	0	-0.8369825535860267	0.05788744271107105
Bernolsheim	7.69085	48.75532	9	1.8621860641985764	-0.5092817368421747
Hochstett	7.67779	48.77853	0	-0.8369825535860267	0.14672613820695468
Batzendorf	7.70638	48.78331	0	-0.8369825535860267	0.1908106230845661
Wintershausen	7.70271	48.79349	10	2.1620936883968653	-0.48277585246860266
Sufflenheim	7.95924	48.82979	0	-0.8369825535860267	-0.14627547270668112
Schirrhofen	7.9193	48.8066	0	-0.8369825535860267	-0.10676059313504647
Schirrhein	7.90562	48.80154	0	-0.8369825535860267	0.02589488526690996
Kaltenhausen	7.83521	48.79041	1	-0.5370749293877375	0.09216986880238343
Oberhofen (Oberhoffen-Sur-Moder)	7.86327	48.78298	10	2.1620936883968653	-0.8309398105943122
Bischweiler	7.85912	48.76826	0	-0.8369825535860267	0.16047974483739869
Rohrwiller	7.90543	48.75592	10	2.1620936883968653	-0.8395999516419358
Falhünden (Dalhünden)	7.98835	48.77367	4	0.3626479432071301	-0.02489855695029895
Silzheim (Siltzheim)	7.09071	49.0616	6	0.9624631916037085	0.1838735511834312
Herbitzheim	7.08355	49.01459	10	2.1620936883968653	0.4729202631538206
Kaysersberg	7.2617	48.13853	1	-0.5370749293877375	0.21112382679954825
Bebelnheim (Beblenheim)	7.32264	48.15802	0	-0.8369825535860267	0.3280208057804405
Türkheim (Turckheim)	7.27884	48.0862	0	-0.8369825535860267	0.368169578774959
Katzenthal	7.28497	48.10796	3	0.0627403190088409	-0.02753017332352237
Niedermorschweiher	7.27596	48.09972	1	-0.5370749293877375	0.21967041895384073
Kientzheim	7.28695	48.13649	0	-0.8369825535860267	0.3111865592283539
Bennweier	7.32417	48.14496	0	-0.8369825535860267	0.3150213052394504
Sigolsheim	7.3035	48.13267	2	-0.2371673051894483	0.10326865898648574
Ingersheim	7.30725	48.0936	1	-0.5370749293877375	0.2411270777627741
Ammerschweier	7.28484	48.12465	3	0.0627403190088409	-0.025315043368585765
Mittelweier	7.32094	48.14982	1	-0.5370749293877375	0.22353026165639328
Ostheim	7.37011	48.1551	2	-0.2371673051894483	0.13193271014441785
Munzenheim (Muntzenheim), Munzenheim (Muntzenheim)	7.47318	48.10199	1	-0.5370749293877375	0.24122043974661372
Bischweier	7.43735	48.09944	0	-0.8369825535860267	0.3185869748137242
Holzweier	7.42541	48.11028	1	-0.5370749293877375	0.12821383565363295
Riedweier	7.44536	48.12387	4	0.3626479432071301	-0.12253374823324173
Wickerschweier	7.43868	48.10708	0	-0.8369825535860267	0.2332989351652392
Jebsheim	7.47771	48.12279	0	-0.8369825535860267	0.19837990695697472
Hausen bei Kolmar (Houssen)	7.37665	48.125	2	-0.2371673051894483	0.13471095921169327
Elsenheim	7.50131	48.16133	0	-0.8369825535860267	-0.023797613350103136
Fortschweier	7.45233	48.08996	0	-0.8369825535860267	0.3848581105300195
Grussenheim	7.48794	48.1443	1	-0.5370749293877375	0.012894452455678359
Marckolsheim	7.54583	48.1675	1	-0.5370749293877375	-0.09235345426440658
Kiechlinsbergen	7.65306	48.12469	2	-0.2371673051894483	0.016185128056196298
Burkheim am Kaiserstuhl	7.59943	48.10194	0	-0.8369825535860267	0.11777758018779279
Bischoffingen	7.62537	48.10625	3	0.0627403190088409	-0.015230174953208598
Wyhl am Kaiserstuhl	7.64933	48.1663	2	-0.2371673051894483	-0.03167575494496949
Dürrenenzen (Dürrenentzen)	7.50406	48.09192	11	2.462001312595155	-1.4376102394969459
Balzenheim (Baltzenheim)	7.55624	48.09319	3	0.0627403190088409	-0.025004858658551867
Arzenheim (Artzenheim)	7.5426	48.11609	0	-0.8369825535860267	0.09853217451475031
Königschaffhausen am Kaiserstuhl, Königschaffhausen am Kaiserstuhl	7.65562	48.13337	1	-0.5370749293877375	0.02018298725640614
Sasbach	7.61363	48.13798	2	-0.2371673051894483	-0.040347880361144874
Oberrotweil	7.63551	48.08944	0	-0.8369825535860267	0.26322079882023264
Endingen	7.70312	48.1419	1	-0.5370749293877375	-0.18715020607134766
Riegel	7.7507	48.15056	3	0.0627403190088409	0.019027531678242032
Nimburg	7.77794	48.10762	9	1.8621860641985764	0.33730664738244487
Bottingen	7.78356	48.09119	6	0.9624631916037085	0.06292855516586417
Malterdingen, Malterdingen	7.79392	48.16302	0	-0.8369825535860267	-0.3044000598253988
Eichstetten, Eichstetten	7.74563	48.09417	0	-0.8369825535860267	-0.02188046667068115
Köndringen	7.80591	48.13912	2	-0.2371673051894483	-0.08661443254563983
Forchheim	7.7031	48.16341	2	-0.2371673051894483	-0.08425580547255382
Bahlingen	7.73937	48.12209	4	0.3626479432071301	0.057098550007506514
Teningen	7.80344	48.12897	4	0.3626479432071301	0.12540401160340212
Amoltern	7.67629	48.12873	1	-0.5370749293877375	-0.015563026288440496
Emmendingen	7.84951	48.1209	9	1.8621860641985764	0.5575078624771258
Waldkirch	7.96049	48.09361	3	0.0627403190088409	0.01947176506704178
Wasser	7.8564	48.09846	6	0.9624631916037085	0.4367164218096884
Windenreuthe (Emmendingen)	7.88675	48.11814	8	1.5622784400002871	0.3138979555959687
Siensbach	7.98804	48.10755	10	2.1620936883968653	-0.31205850678912006
Siegelau	7.97753	48.14612	2	-0.2371673051894483	-0.015524510448814248
Sexau	7.90788	48.10424	1	-0.5370749293877375	-0.2803384055127791
Mundingen	7.8346	48.13735	5	0.6625555674054193	0.22104892574227455
Maleck	7.88416	48.12924	9	1.8621860641985764	0.3780264504857154
Kollnau	7.9721	48.10586	1	-0.5370749293877375	-0.0900496660473056
Kollmarsreute	7.87829	48.10253	5	0.6625555674054193	0.24317588136023555
Freiamt-Reichenbach	7.92477	48.15747	1	-0.5370749293877375	-0.07911711620326269
Freiamt-Mußbach (Mussbach), Freiamt-Mußbach (Mussbach)	7.88578	48.17377	0	-0.8369825535860267	-0.055667147380740384
Keppenbach	7.92037	48.14437	0	-0.8369825535860267	-0.22479806088451737
Gutach	7.98722	48.11814	0	-0.8369825535860267	-0.03608284926753695
Münster (Munster), Münster (Munster)	7.13185	48.0418	0	-0.8369825535860267	0.10030802092302972
Sulzern (Soultzeren)	7.10254	48.06373	2	-0.2371673051894483	0.01663612097153748
Metzeral	7.07146	48.01325	2	-0.2371673051894483	0.030121962610875772
Eschbach	7.14594	48.02896	1	-0.5370749293877375	0.13266697864747484
Hohrod	7.12607	48.05444	2	-0.2371673051894483	0.031165559240815703
Luttenbach (Luttenbach-Près-Munster)	7.11745	48.03105	1	-0.5370749293877375	0.06379375243236038
Breitenbach (Breitenbach-Haut-Rhin)	7.10087	48.02382	2	-0.2371673051894483	0.0291511436368688
Hohrodberg	7.13528	48.06037	1	-0.5370749293877375	0.12827222004627506
Stossweier	7.10163	48.05432	0	-0.8369825535860267	0.025241219815784206
Mühlbach (Muhlbach-Sur-Munster)	7.08731	48.02582	2	-0.2371673051894483	0.04216537118480418
Griesbach (Griesbach-Au-Val)	7.17071	48.03351	2	-0.2371673051894483	0.057342258559940004
Günsbach (Gunsbach)	7.17323	48.0464	0	-0.8369825535860267	0.14138495794396055
Wettolsheim	7.30629	48.06133	1	-0.5370749293877375	0.23281715101416442
Geberschweiher (Gueberschwihr)	7.27661	48.00444	1	-0.5370749293877375	0.14794747727989796
Hattstatt	7.30016	48.0108	1	-0.5370749293877375	0.20872020377189135
Häusern	7.28067	48.03226	0	-0.8369825535860267	0.1894162149689239
Walbach	7.22416	48.06257	0	-0.8369825535860267	0.31667020911346316
Weier (Wihr-Au-Val)	7.20558	48.05217	0	-0.8369825535860267	0.273975422360377
Herlisheim (Herrlisheim)	7.32932	48.01677	2	-0.2371673051894483	0.1016646234972727
Sulzbach (Soultzbach-Les-Bains)	7.20324	48.03797	4	0.3626479432071301	-0.1292960125772276
Obermorschweier	7.30037	48.01773	1	-0.5370749293877375	0.21650403258281845
Vöklinshofen (Voegtlinshoffen)	7.28224	48.01954	1	-0.5370749293877375	0.14260042257934394
Egisheim	7.30455	48.04168	1	-0.5370749293877375	0.23453500781425532
Zimmerbach	7.23755	48.07261	10	2.1620936883968653	-1.0446022049335704
Kolmar (/Hausen an der Möhlin), Kolmar, Kolmar, Kolmar, Kolmar, Kolmar	7.36359	48.08198	1	-0.5370749293877375	0.3555393859496032
Sundhofen (Sundhoffen)	7.41499	48.04248	2	-0.2371673051894483	0.08423602807993125
Heiligkreuz (Sainte-Croix-en-Plaine)	7.3831	48.00666	1	-0.5370749293877375	0.25470129907996225
Widensolen	7.47996	48.06278	2	-0.2371673051894483	0.12732799046245083
Logelnheim (Logelheim)	7.40918	48.0211	1	-0.5370749293877375	0.1841765261960098
Andolsheim	7.41512	48.06763	1	-0.5370749293877375	0.22069605357004454
Appenweier (Appenwihr)	7.43962	48.02594	3	0.0627403190088409	-0.030749052476237302
Hettenschlag 	7.45782	48.00441	0	-0.8369825535860267	0.3490125873308091
Urschenheim	7.48632	48.08696	2	-0.2371673051894483	0.11325282154103401
Breisach	7.59332	48.04535	2	-0.2371673051894483	0.07409751260802779
Gündlingen	7.64227	48.01556	0	-0.8369825535860267	0.24716166827120717
Ihringen	7.64554	48.04572	2	-0.2371673051894483	0.07925982476513951
Achkarren	7.62448	48.06769	9	1.8621860641985764	-1.0949162761279674
Neubreisach (Neuf-Brisach)	7.52909	48.01843	0	-0.8369825535860267	0.2860802923251845
Künheim (Kunheim)	7.53422	48.07788	0	-0.8369825535860267	0.2698875172021876
Volgelsheim	7.55292	48.01693	3	0.0627403190088409	-0.024084228255311646
Vogelgrün (Vogelgrun)	7.57243	48.0111	1	-0.5370749293877375	0.14086751519599996
Biesheim	7.54467	48.04048	0	-0.8369825535860267	0.309861253921776
Wolfganzen	7.5016	48.02747	2	-0.2371673051894483	0.12267003770557657
Algolsheim	7.55708	48.00563	0	-0.8369825535860267	0.25422904099880056
Umgebung von Neubreisach (Weckolsheim)	7.51347	48.00264	2	-0.2371673051894483	0.09128498340137317
Reute	7.82538	48.08175	1	-0.5370749293877375	-0.14192867400886763
Merdingen	7.68864	48.0173	1	-0.5370749293877375	0.08776956370681112
Hochdorf	7.80212	48.0489	3	0.0627403190088409	0.015706239280594104
Hugstetten	7.78045	48.05415	0	-0.8369825535860267	-0.10714645866099097
Buchheim	7.77912	48.06092	3	0.0627403190088409	0.009027100531038326
Bötzingen	7.72593	48.07743	4	0.3626479432071301	-0.07639049990659329
Waltershofen	7.71857	48.02338	2	-0.2371673051894483	-0.018802606173225128
Zähringen	7.86149	48.02593	0	-0.8369825535860267	-0.5851246625510239
Oberglottertal	7.96407	48.04803	9	1.8621860641985764	1.4004073180310177
Gundelfingen	7.87313	48.04353	9	1.8621860641985764	1.1583441575033264
Vörstetten	7.85113	48.06391	1	-0.5370749293877375	-0.2652002453510646
Denzlingen	7.87987	48.06793	1	-0.5370749293877375	-0.20373554501825664
Buchholz i.Br.	7.91201	48.08253	9	1.8621860641985764	0.6933716133249357
Krüt (Kruth)	6.96629	47.92912	15	3.661631809388312	2.1419265846112405
Wildenstein bei Krüt, Kreis Tann	6.96296	47.98143	10	2.1620936883968653	0.8649729878965726
Lintal (Linthal, Kreis Tann), Lintal (Linthal, Kreis Tann)	7.12943	47.94619	3	0.0627403190088409	-0.0017728114029090128
Lautenbach (Kreis Tann)	7.15877	47.9414	2	-0.2371673051894483	0.05958393345768498
Wasserburg Kreis Colmar (Wasserbourg)	7.15948	48.00283	5	0.6625555674054193	-0.2461908989580664
